listing_id,review_id,comments,price,city,cleanliness,safety,location,cleanliness_sent_compound,location_sent_compound,safety_sent_compound,overall_sent_compound
7.166985536513129e+17,1.1703963255933775e+18,"Gerald was great! Quick to respond and the apt was clean and homey. Close to metro/bus stop, lots of close restaurants, and very walkable. Kitchen is great and well stocked and it’s worth the very short walk to Whole Foods for a few supplies to make a meal or two. If you don’t want a “hotel experience” this is a great alternative and has more of a local feel.",200,Boston,1,0,1,0.4019,-0.296,,0.9545
1.0515459546110012e+18,1.1290516345515958e+18,Muy satisfecho con el lugar<br/>Excelente ubicación si quieres acudir a Wrigley Field<br/>Samuel muy atento en todo momento<br/>Definitivamente regresaría,212,Chicago,0,0,0,,,,0.0
9.079925634134664e+17,1.1400382054734616e+18,"King Suite in Cromwell, was the King Suite in Cromwell, the hotel concierge adjust floor, etc as needed.",95,Clark_co,0,0,0,,,,0.0
1.0886683007441544e+18,1.1196864242775246e+18,"A handful of people actually live there, which didn't bother me. They were kind, gave me my space and privacy. I literally just needed a place to sleep and rest. I upgraded from a bunk bed to private room last minute. The house could use a good deep cleaning, but it wasn't gross. My only real complaint was the water pressure, which I relayed, and it was fixed immediately. That was awesome! Some reviews I read are a bit ridiculous. Definitely plan on staying here again. I just need a place to shower, feel safe, and close to work.",41,Dallas,1,1,1,0.6464,0.4404,0.4404,0.9259
8.155937955401809e+17,9.356514141522698e+17,"Very good host, great property. I would definitely like to stay again next time I'm in the area!",296,Clark_co,0,0,0,,,,0.9193
50269159.0,1.2682885669982554e+18,Loved it! Would definitely recommend!,207,Clark_co,0,0,0,,,,0.8652
1.126653936422416e+18,1.19945559027125e+18,We enjoyed staying at the Casita.  It was record breaking heatwave and the air conditioning worked well.  Bed was comfy.  We did not get a chance to use the pool.  Meredith was very nice and responsive when we had a question.,108,Clark_co,0,0,0,,,,0.8596
42391384.0,4.108776911265189e+17,Absolutely amazing clean and the communication was amazing I felt like I was home.,242,Clark_co,1,0,0,0.9242,,,0.9242
4568014.0,59366533.0,"Louise was a fantastic host. She was warm, friendly and helpful with suggestions. <br/>Her place was always warm and was nicely located away from the traffic of the strip. In saying that, it was always an easy drive into the strip. <br/>Our room had a warm cosy feel to it and the bed was really comfortable. Louise made us feel welcome to use the kitchen and facilities.<br/>It was really nice staying at her place. Definitely recommend it if you're after an apartment off the strip. ",145,Clark_co,0,0,0,,,,0.9861
1.058077790794013e+18,1.226309567125744e+18,Highly recommend. Beautiful and clean. Nice article decoration. Fully equipped kitchen appliances and utensils. Pet friendly. We arrived early and slowed to check-in a day early. Almost no more charge. Reply quickly and helpful. Thank you so much. We will be back.,120,Clark_co,1,0,0,0.765,,,0.9588
1.0347191290939796e+18,1.2675155528568474e+18,"Perfect airbnb for our girls weekend, and great location with short Uber rides to all things Austin. Highly recommend!",109,Austin,0,0,0,,,,0.8976
1.1645141961534607e+18,1.1783429792456474e+18,El departamento es hermoso todo está nuevo y considero que es igual o mejor como aparece en las fotografías <br/>La comunicación con el anfitrión es muy buena <br/>Lo recomendaría muchas veces <br/>Excelente estadía .,159,Chicago,0,0,0,,,,0.0
5.7629080606227546e+17,6.130755554425124e+17,I can't imagine a better location in Austin.   Sunny was a great communicator before and during our stay.,150,Austin,0,0,0,,,,0.6698
6.124970866099955e+17,8.406990512208013e+17,This Airbnb is a nice place in a convenient location in Chicago. It is very cozy as described but just beware that it is smaller than many hotel rooms. My husband and I found it to be a little smaller than we anticipated (probably my fault for not looking at the pictures clearly). Caroline was very responsive in adjusting the temperature for us when we were too warm. It was very nice to have the garage to use for parking our car.,115,Chicago,0,0,1,,0.4215,,0.8801
29216550.0,1.005858837781648e+18,Nice stay.,64,Boston,0,0,0,,,,0.4215
15422675.0,112761826.0,Sarah was super welcoming and so enthusiastic to have us stay in her airstream. She had so much knowledge about its history and that really added to the experience. The airstream is at the back of her driveway and offered plenty of privacy as well as being so close to shops and great restuarants.,84,Austin,0,0,1,,0.7351,,0.9476
48011113.0,9.696141158256616e+17,"Nuestra estancia fue maravillosa. La casa se encontraba tal cual se encuentra en la descripción, perfectamente organizada y limpia. Muy buena ubicación, muy cerca del lago Lady Bird y algunos bares. Los anfitriones fueron súper atentos en todo momento e incluso nos dieron muy buenas recomendaciones de sitios para visitar. Sin duda, nos volveríamos a alojar aquí.",214,Austin,0,0,0,,,,-0.5574
54207121.0,9.02955826902296e+17,Nice rooms. They could be a tad bit cleaner though.,95,Clark_co,1,0,0,0.1779,,,0.5423
46295531.0,3.941648640080771e+17,"Just like the pictures, further away from strip then expected but not to far, definitely worth the stay",272,Clark_co,0,0,1,,0.0549,,0.0549
10585762.0,81019061.0,"Super easy. No need to schedule meeting with a person to get keys, just meet up and check in, since it was a timeshare at holiday inn. Correspondence was done by mail and airbnb homepage, which was convenient for us as international visitors with no American phone #. Correspondance prior to check-in was very informative and friendly. Would definitely check out OneHomes again for future vacations in Las Vegas or elsewhere.",523,Clark_co,0,0,1,,-0.296,,0.9055
34201107.0,749502667.0,Great place to stay! We had a lot of fun!,84,Austin,0,0,0,,,,0.8395
47112219.0,4.514626825106056e+17,"gorgeous and relaxing, what an aesthetically pleasing spot! well cared for and very clean!",307,Denver,1,0,0,0.8012,,,0.9588
1.1210370559409624e+18,1.216043815875161e+18,The hotel was a great place to stay with my wife and two dogs. Lots of parking and a beautiful neighborhood with many stores around it. We will definitely be coming back when take a road trip to Boston!,99,Boston,0,0,0,,,,0.8999
30423533.0,441354929.0,"House is just as described, there was plenty of space in the home for our family and it was also very clean and welcoming.  I had no issues with the property or the host.",238,Clark_co,1,0,0,0.7316,,,0.6068
9.176372794361432e+17,9.68171501855121e+17,Great place to stay. Highly recommend! Would definitely stay again,118,Dallas,0,0,0,,,,0.8793
17175955.0,5.3407626973616826e+17,"this is a place where you feel at home, the house is very well kept and everything works as it should. the patio is a great place to see the sunrise and to spend the afternoon with the family.<br/>the property is located in a very nice area, everything is close by with easy access to groceries, drug store and all kind of good restaurants. <br/>Susan and Steven are very good hostess, always available if you need them.",207,Denver,0,0,0,,,,0.9537
45742036.0,5.550711142766664e+17,"Deacon's loft on Lamar is such a find! The location is superb: good restaurants with a variety of cuisines are within walking distance, coop grocery across the street. The apartment was immaculate when we arrived, the beds are so very comfy, the kitchen was well-supplied with cooking necessities. There is even a washer and dryer in the apartment. Lots of streaming services on the TV provide entertainment if you want to stay in.<br/>The check in can be a little complicated with a lockbox to retrieve the fob to use the on-street elevator and open the gate to get onto the third floor. The elevator is tricky and we had to use the fob a number of times before the elevator would open.<br/>There is on-street parking but Deacon also provides a remote for entry to the parking lot for the loft apartments.<br/>Deaacon is very easy to contact if needed and is a friendly, responsive host.<br/>This is a quiet apartment complex and location.",126,Austin,0,0,1,,0.9134,,0.9554
8.825614397713048e+17,1.0755001050933204e+18,"this was a great place to stay, we felt right at home. would recommend to other ppl. the neighborhood itself felt a little outdated but once you got inside the apartment it was very nice. this was a 10/10 staying",84,Dallas,0,0,0,,,,0.8146
15985435.0,283830756.0,"Perfect. Very quick responses . Really treats you to use like home from home . Shower gel , shampoo etc etc all available to use . Minutes from shops and train",150,Boston,0,0,0,,,,0.7351
1.055608999354688e+18,1.1356069731353152e+18,"enjoyed our stay, thank you.",95,Austin,0,0,0,,,,0.7003
45424931.0,1.0073973076411404e+18,Loved the place. So comfortable and convenient,132,Clark_co,0,0,1,,0.5563,,0.8458
7.486236518415589e+17,1.1486064214414758e+18,"You get what you paid for, super cheap but it shows in the house. Unfortunately, the restroom was dirty. The toilet seat was practically falling off, you sat down and the seat moved. I wore shoes in the shower because it was dirty in there too. The house always smelled weird when we walked in. The kitchen was dirty from whoever was cooking and he would just leave his dishes there. WiFi didn’t work out all for anyone in the house when I brought it up host said it worked fine. It did not, overall I got what I paid for so I can’t be too upset.",306,Chicago,1,0,0,-0.8834,,,-0.9562
6.767671995151512e+17,1.1449881837173528e+18,"One word: LOCATION! By far the best part about this place was how easy it was to walk to world class restaurants and cafes. Also relatively easy access to the greenbelt if you don’t mind a longer walk down S Congress (and it’s a super easy drive). We really appreciated all their recommendations too.<br/>The AC worked well and the two bedrooms were a comfortable size. Both beds were comfy, too, which you can never know about ahead of time!!<br/>We felt the place could be cleaner, especially when it came to pots and pans, glassware, etc. we needed to wash everything we wanted to use for the first time, which wasn’t a huge deal, but definitely something we noticed.<br/>The WiFi was also an issue for us. Thankfully, it was only a big problem at night. Austin and the team were VERY proactive and willing to help with this, but we were able to shift our remote work schedules earlier so it didn’t impact us. I have no doubt they’ll figure it out before the next guest.<br/>Thanks for a great stay!",123,Austin,1,0,1,0.2481,0.7791,,0.9898
5.900533265721535e+17,7.63860380403612e+17,"If you don’t stay here it’s a shame because I would come back here 100/100 times, completely gated off, safe neighbor, conveniently located to the city, highways, food, etc. Robert is an amazing host very accommodating. I will be staying here again whenever I’m in chicago if it’s available. :) everything you need is in this air bnb.",86,Chicago,0,1,1,,0.0164,0.0164,0.7823
38433315.0,740584898.0,"The apartment was spacious and modern, the room was well lit and airy. The entire premise was clean and tidy. I had the Modern Efficiency Studio for one month during my business trip. It was a very comfortable stay.<br/>Great location as it is close to many restaurants, parks and the city center.<br/>The host was very helpful and responsive (typically replies within an hour)",99,Boston,1,0,1,0.4019,0.8573,,0.9408
45028281.0,1.0935463437833876e+18,"This is a gem of an apartment, it was clean, modern, spacious, and well furnished, providing a very comfortable place to stay for a couple of months. This area of Jamaica Plain is pretty quiet and doesn't have much going on but the apartment is right next to an orange line stop meaning getting to Brookline, Cambridge, or downtown Boston was very easy using pubic transportation, and it's also within walking distance of a couple grocery stores which was nice.",84,Boston,1,0,0,0.8122,,,0.8998
8.439935359626176e+17,1.265290814948922e+18,"Great stay, as always!",40,Austin,0,0,0,,,,0.6588
8.370831725974298e+17,9.929111873865432e+17,"Good house. Felt safe. Was clean. The showers were quite cool and more pillows would have been better but overall, it was great.",268,Clark_co,1,1,0,0.4019,,0.4404,0.9208
51961917.0,6.535787509196411e+17,"This home is beautiful, comfortable and in a great location.  It was decorated beautifully and the outdoor space is inviting.  It's near trendy restaurants and a great neighborhood to take a stroll.  I would recommend hands down! Thank you for your hospitality!",200,Chicago,0,0,1,,0.6249,,0.9798
17648807.0,7.652905613611854e+17,We stayed here for 3 months and as many have commented the location is unbeatable. You can walk to downtown or many restaurants that are close by. Having the park and trail around lady bird lake right down the street was amazing. I took my dog to the dog park every day. We cooked a lot and the kitchen is well stocked. Some of the furniture is a little worn but overall the place is cute. We did not use the outside areas much as it was tough to keep the outside furniture clean but it was nice to have for the dog. Over the three months we did have some issues but Lawrence was very responsive and took care of them right away.  Overall I highly recommend.,142,Austin,1,0,0,0.6486,,,0.9768
41434469.0,1.0182023366461052e+18,James was an excellent host and I would definitely recommend this place for anyone looking for a great spot to spend a weekend in Austin!,584,Austin,0,0,0,,,,0.923
29414748.0,442511002.0,"The place is clean and super close to the airport,made life much easier to get on our flight!  Super chic area",222,Boston,1,0,1,0.8655,0.8655,,0.9402
6.150751416408517e+17,1.1399831508282412e+18,Really loved everything about this place!,192,Clark_co,0,0,0,,,,0.6689
8.625093333513e+17,1.2472855896378143e+18,"Todo muy accesible, me encantó en la estancia.",63,Clark_co,0,0,0,,,,0.0
6.856567212793651e+17,1.2676000008943985e+18,"Very beautiful place! Spacious and looked just like the photos. Check in was a breeze and any questions I had, they were answered right away by the host.",214,Clark_co,0,0,0,,,,0.7897
1.0630919592684128e+18,1.2045001042067448e+18,The place was very nice and clean and overall a nice experience to stay in. The price was good for the area and the house was very nice.,83,Austin,1,0,0,0.8341,,,0.9306
49595463.0,9.254463963758385e+17,"Trying to communicate the fact that I fell in the shower because of no slip grips, I even sent in photos and paperwork from an ER visit, and I still have no response from the host",23,Chicago,0,0,0,,,,-0.5267
6.177799878811649e+17,1.132663558295269e+18,Can’t want to stay again! Slept amazing. Extremely clean. Wonderful host.,95,Austin,1,0,0,0.4576,,,0.9074
6.993170347783974e+17,8.508205488748948e+17,Overall a great value for Las Vegas,100,Clark_co,0,0,0,,,,0.7579
5.932728788802504e+17,7.906716146286522e+17,Perfect stay!,101,Austin,0,0,0,,,,0.6114
26894880.0,9.06542908480546e+17,"Fantastic location, easy walkable neighborhood, plenty of restaurants close by.   Bed was very comfortable, place was clean and well maintained.   Would highly recommend!!",120,Austin,1,0,1,0.8122,0.7579,,0.9536
264547.0,92448621.0,"Michael's a great host — helpful, friendly, communicative, and laid-back — and his apartment is a terrific home base for a trip to Chicago. The location is perfect: just a few blocks from the heart of West Loop, with easy access to the Loop and every CTA line. It's a nice, clean, sunny apartment. And unlike many apartments that list more than one bed, this one legitimately has two private bedrooms. No futons or sofa beds. Would absolutely book it again.",191,Chicago,1,0,0,0.8074,,,0.9821
5.755555623545833e+17,7.188967751978555e+17,"This place was great for our girls trip! We comfortably fit 5 people and the place exceeded our expectations in comfort and cleanliness. Great location, easy to walk or Uber to all the must see neighborhoods of Austin. Would definitely recommend!",112,Austin,1,0,0,0.7783,,,0.9741
30037448.0,8.30538217839306e+17,We enjoyed our stay! It was very clean and plenty of room for all 8 of us!,464,Austin,1,0,0,0.5081,,,0.7831
32940062.0,1.05371950961093e+18,"Lovely place! the house is beautiful and large, and the backyard amazing.",356,Austin,0,0,0,,,,0.9151
50931570.0,8.709993957195255e+17,I was visiting Dallas for work! The hosts were very responsive and I enjoyed the private entrance to the stay and parking spot was convenient.,60,Dallas,0,0,1,,0.7264,,0.7495
9.275225322220284e+17,1.1805715736986143e+18,Uno de los lugares más cómodos donde he tenido oportunidad de hospedarme,123,Austin,0,0,0,,,,0.0
7.618123266702824e+17,1.0552994534747505e+18,The host was friendly and very accommodating,282,Clark_co,0,0,0,,,,0.4939
53576849.0,1.0001826362951754e+18,Was an awesome experience. One week is not enough haha wish I could have extended it. Everything from the kitchen to the lounge and internet and host communication was on spot. Only problem I came across was the mattress was abit uncomfortable to sleep on maybe because of thin mattress. But overall a great place to stay at if you want to be away from the city.,119,Clark_co,0,0,0,,,,0.6839
6.263041126828837e+17,9.413809536144625e+17,Stood here last week. booked again on our way back to phx from lake Tahoe.  wouldn't stay here again if I didn't feel it was safe for my family. definitely will stay here again in future trips,175,Clark_co,0,1,0,,,0.4404,0.6808
51797356.0,4.9928961052162886e+17,Everything was great. Would stay again.,131,Chicago,0,0,0,,,,0.6249
6.042405153850299e+17,9.884791181232216e+17,"We enjoyed our stay here, very close to airport and the strip. The pool was awesome along with the jacuzzi. House has everything you need. I wish we could have stayed longer.",354,Clark_co,0,0,1,,0.5106,,0.8779
6855475.0,195230573.0,Roberto is the most friendly host I've had. He made us feel like home and he quickly answered any message. The backyard is really nice!,72,Chicago,0,0,0,,,,0.8548
78035.0,7.398611185020338e+17,"excellent place, great location",750,Austin,0,0,0,,,,0.8316
42795682.0,7.913276117629498e+17,Almost everything is great,69,Chicago,0,0,0,,,,0.5908
981928.0,1.0442930220576724e+18,"I agree with the overwhelmingly positive reviews here—I wish I could give Randi’s place more than 5 stars! <br/>Randi has made this stay into everything and AirBnB should be. We found everything well-appointed with the niceties we needed to feel right at home, and the bed was sooo cozy! <br/>Cant wait to book Randi’s place again the next time we’re in Austin. Keep up the amazing work, Randi!",91,Austin,0,0,0,,,,0.938
54399247.0,1.2211659034435697e+18,"We enjoyed our stay here--it was spotless, the beds were very comfortable, the kitchen had everything we needed, and the location was central yet private. Even though it was August, it was nice to spend some time on the pretty shaded balcony.  Katrina was very friendly and responsive. We would definitely stay here again when visiting Austin.",140,Austin,1,0,1,0.7841,0.7841,,0.9676
8.005307518495259e+17,1.0204798906096494e+18,"The space was very nice and felt relaxing. Great beds, nice linens, and kitchen very well equipped. Easy access to downtown restaurants and activities.",199,Denver,0,0,0,,,,0.9568
52835378.0,9.51438312634344e+17,"Very convenient staying at Cassandra and Michael’s place. They were proactive with their communication and provided clear instructions. They had a comprehensive guide for local restaurants, connecting to Wi-Fi, and using the laundry room in the building. <br/>The place is a bit bare bones but has the essentials for a short trip. Clear of clutter and easy to access.",135,Boston,0,0,1,,0.0,,0.8873
18122977.0,768607449.0,"excellent location and value, but couple features a little odd.  No running water in kitchen area & no toaster.   Hard to find entrance--no path from parking area.",85,Austin,0,0,0,,,,-0.4937
7617158.0,1.2371105110668012e+18,Charming neighborhood and an easy walk to Wrigley Field. We had a pleasant stay.,150,Chicago,0,0,0,,,,0.875
6.97947533177026e+17,1.10745527962677e+18,"Great stay, property exactly as described, will definitely stay here if we travel to Vegas again.",170,Clark_co,0,0,0,,,,0.7783
1.1522059986487904e+18,1.2095986048338012e+18,"Simon house was perfect me and my family. It was soooo Beautiful. The greeting that I got for my Birthday was so dope along with the birthday gift. It made me smile and laugh from ear to ear.  Everything was so clean and relaxing. The beds were super comfortable, and the bathroom, and Kitchen was very clean which is top notch for me. Overall, I loved it SOOO much, and I would definitely stay there again. Hopefully I will be having a girl's trip and be using his house for it. <br/>Simon hopefully I'll see you in November or December. Thank you again for your hospitality.",286,Clark_co,1,0,0,0.9581,,,0.9941
7.829734015403292e+17,1.209640463830986e+18,Great house. We were at a convention and it was 15 minutes away. The pool was well used after our show each day as a way to relax and the temperatures were about 110 everyday.,149,Clark_co,0,0,0,,,,0.8442
1.1503471954014734e+18,1.2668185666208507e+18,"Had a great stay. Steven was a great host, would book again if in the area.",75,Dallas,0,0,0,,,,0.8481
9.839312268510144e+17,1.2160893222565985e+18,Clean place and very responsive host. Conveniently located from many prime restaurants in the Chicago Downtown area and close to main attractions.,140,Chicago,1,0,1,0.6697,0.4215,,0.807
38391719.0,1.2828252995947948e+18,It's my 2nd time booking this place.  It's big and roomy.  Great location. Very close to all the food locations in Chinatown.,238,Clark_co,0,0,1,,0.0,,0.6249
7.1527527183118e+17,8.210986620765564e+17,"This house was awesome ... super clean and the kitchen was well stocked.  We were very comfortable and were able to host several family dinners. The beds were very comfortable and there was a fun game room.  Back yard looked like it would be awesome to hang out in good weather ... unfortunately we arrived during an ice storm, but the house was cozy and warm. We DID grill out our last night ... everything worked perfectly. I would totally recommend this house.",218,Austin,1,0,0,0.9153,,,0.9809
1.0031239705617838e+18,1.284234297452011e+18,Always a pleasure staying at Zina's ☺️🥰,60,Clark_co,0,0,0,,,,0.9325
7.913507580784069e+17,9.167827300052704e+17,"10/10 recommend if you're looking for a beautiful, peaceful and clean home near the strip. All the rooms and restrooms were modern and clean. The backyard was amazing! Nothing beats your own private pool, jacuzzi, grill and lounging area :)",556,Clark_co,1,0,1,0.9325,0.9062,,0.9686
6.113886395887442e+17,6.587475518237847e+17,The unit was very nice and spacious. The location was within a 5-10 minute Uber of everywhere we wanted to go.,148,Dallas,0,0,0,,,,0.4754
9.301429954084264e+17,9.876690878179712e+17,"Rays place was exactly as the ratings stated.  It was warm, cozy, beautiful and clean.  It was really beautiful.  I wish we could have stayed longer.  Would definitely recommend.  Easy walk to the train.  Lots to do in Boston.",69,Boston,1,0,0,0.8176,,,0.9711
41635979.0,1.2769492604639826e+18,"My family had a great stay at Franklin’s place this past weekend. I must say, the description of the unit looks accurate to how you see the apartment in person. This is a top floor unit inside of a house so there will be stairs to walk up but nothing outrageous. I would keep in mind that the place comes with one parking spot but if you are traveling with family in separate cars, parking will be an issue. All in all, the place was extremely beautiful and would stay again.",397,Boston,0,0,0,,,,0.9179
6.472208026272288e+17,8.557801582976549e+17,"This home was perfect for our weekend away. It's beautiful and conveniently located. There were small touches throughout the home that were really appreciated during our stay. The bed was comfortable for the most part. A little too stiff, but that's just personal preference. We brought our dog and really enjoyed the fully fenced-in yard. The location of the home is perfect. A 5-7 minute drive to everything we wanted to do. It was also really easy to grab an Uber. I highly recommend this home.",125,Dallas,0,0,1,,0.5994,,0.981
9.7056073559043e+17,1.0638809926946636e+18,"Probably the best Airbnb yet!<br/>The host, Laura, was always responsive and thorough when communicating.<br/>All amenities were great and made the stay very at ease.<br/>Felt secure and unbothered by other guests.<br/>Would definitely stay again if needed.",48,Denver,0,1,0,,,0.9473,0.9473
